symbol,title,content,published_at,source,sentiment_score,confidence,impact,category,id
SBER,SBER: Снижение прибыли и убытки,Компания SBER показала снижение прибыли на 18% из-за неблагоприятных условий на рынке.,2022-10-19 15:00:00,Financial News,-0.7,0.8,high,very_negative,SBER_20221019_31
SBER,SBER: Плановые корпоративные события,Компания SBER провела плановое собрание акционеров.,2022-10-20 15:00:00,Financial News,0.0,0.3,low,neutral,SBER_20221020_32
SBER,SBER: Снижение рейтинга аналитиками,"Ведущие аналитики понизили рейтинг SBER с ""покупать"" до ""держать"" из-за ухудшения перспектив.",2022-10-21 11:00:00,Financial News,-0.6,0.7,medium,very_negative,SBER_20221021_33
SBER,SBER: Стабильные результаты в квартале,"Компания SBER показала стабильные результаты, соответствующие прогнозам аналитиков.",2022-10-21 11:00:00,Financial News,0.6,0.7,medium,very_positive,SBER_20221021_34
SBER,SBER: Регуляторные проблемы и штрафы,На SBER наложены штрафы регулятором за нарушения в отчетности на сумму 3 млн руб.,2022-10-22 15:00:00,Financial News,-0.8,0.85,high,very_negative,SBER_20221022_35
SBER,SBER: Рекордная прибыль превышает прогнозы на 20%,"Компания SBER показала неожиданно высокую прибыль, превысив прогнозы аналитиков на 20%.",2022-10-23 17:00:00,Financial News,0.9,0.95,very_high,very_positive,SBER_20221023_36
SBER,SBER: Повышение дивидендов и выкуп акций,Совет директоров SBER одобрил повышение дивидендных выплат на 5% и программу выкупа акций.,2022-10-23 09:00:00,Financial News,0.7,0.8,high,very_positive,SBER_20221023_37
SBER,SBER: Обычные торговые сессии,Торги SBER прошли в обычном режиме без значительных изменений.,2022-10-23 09:00:00,Financial News,0.1,0.4,low,neutral,SBER_20221023_38
SBER,SBER: Новые контракты и партнерства,"SBER подписала крупные контракты, что укрепит позиции компании на рынке.",2022-10-24 10:00:00,Financial News,0.5,0.6,medium,positive,SBER_20221024_39
SBER,SBER: Новые контракты и партнерства,"SBER подписала крупные контракты, что укрепит позиции компании на рынке.",2022-10-24 14:00:00,Financial News,0.5,0.6,medium,positive,SBER_20221024_40
SBER,SBER: Обычные торговые сессии,Торги SBER прошли в обычном режиме без значительных изменений.,2022-10-26 15:00:00,Financial News,0.1,0.4,low,neutral,SBER_20221026_41
SBER,SBER: Стабильные результаты в квартале,"Компания SBER показала стабильные результаты, соответствующие прогнозам аналитиков.",2022-10-26 11:00:00,Financial News,0.6,0.7,medium,very_positive,SBER_20221026_42
SBER,SBER: Регуляторные проблемы и штрафы,На SBER наложены штрафы регулятором за нарушения в отчетности на сумму 7 млн руб.,2022-10-26 09:00:00,Financial News,-0.8,0.85,high,very_negative,SBER_20221026_43
SBER,SBER: Снижение рейтинга аналитиками,"Ведущие аналитики понизили рейтинг SBER с ""покупать"" до ""держать"" из-за ухудшения перспектив.",2022-10-27 14:00:00,Financial News,-0.6,0.7,medium,very_negative,SBER_20221027_44
SBER,SBER: Обычные торговые сессии,Торги SBER прошли в обычном режиме без значительных изменений.,2022-10-27 09:00:00,Financial News,0.1,0.4,low,neutral,SBER_20221027_45
SBER,SBER: Новые контракты и партнерства,"SBER подписала крупные контракты, что укрепит позиции компании на рынке.",2022-10-27 15:00:00,Financial News,0.5,0.6,medium,positive,SBER_20221027_46
SBER,SBER: Обычные торговые сессии,Торги SBER прошли в обычном режиме без значительных изменений.,2022-10-28 14:00:00,Financial News,0.1,0.4,low,neutral,SBER_20221028_47
SBER,SBER: Регуляторные проблемы и штрафы,На SBER наложены штрафы регулятором за нарушения в отчетности на сумму 3 млн руб.,2022-10-28 16:00:00,Financial News,-0.8,0.85,high,very_negative,SBER_20221028_48
SBER,SBER: Повышение дивидендов и выкуп акций,Совет директоров SBER одобрил повышение дивидендных выплат на 9% и программу выкупа акций.,2022-10-29 13:00:00,Financial News,0.7,0.8,high,very_positive,SBER_20221029_49
SBER,SBER: Новые контракты и партнерства,"SBER подписала крупные контракты, что укрепит позиции компании на рынке.",2022-10-31 09:00:00,Financial News,0.5,0.6,medium,positive,SBER_20221031_50
SBER,SBER: Плановые корпоративные события,Компания SBER провела плановое собрание акционеров.,2022-10-31 13:00:00,Financial News,0.0,0.3,low,neutral,SBER_20221031_51
SBER,SBER: Рекордная прибыль превышает прогнозы на 17%,"Компания SBER показала неожиданно высокую прибыль, превысив прогнозы аналитиков на 17%.",2022-10-31 10:00:00,Financial News,0.9,0.95,very_high,very_positive,SBER_20221031_52
SBER,SBER: Стабильные результаты в квартале,"Компания SBER показала стабильные результаты, соответствующие прогнозам аналитиков.",2022-11-01 15:00:00,Financial News,0.6,0.7,medium,very_positive,SBER_20221101_53
SBER,SBER: Повышение дивидендов и выкуп акций,Совет директоров SBER одобрил повышение дивидендных выплат на 5% и программу выкупа акций.,2022-11-01 12:00:00,Financial News,0.7,0.8,high,very_positive,SBER_20221101_54
SBER,SBER: Рекордная прибыль превышает прогнозы на 20%,"Компания SBER показала неожиданно высокую прибыль, превысив прогнозы аналитиков на 20%.",2022-11-08 10:00:00,Financial News,0.9,0.95,very_high,very_positive,SBER_20221108_55
SBER,SBER: Стабильные результаты в квартале,"Компания SBER показала стабильные результаты, соответствующие прогнозам аналитиков.",2022-11-09 09:00:00,Financial News,0.6,0.7,medium,very_positive,SBER_20221109_56
SBER,SBER: Стабильные результаты в квартале,"Компания SBER показала стабильные результаты, соответствующие прогнозам аналитиков.",2022-11-10 10:00:00,Financial News,0.6,0.7,medium,very_positive,SBER_20221110_57
SBER,SBER: Снижение прибыли и убытки,Компания SBER показала снижение прибыли на 18% из-за неблагоприятных условий на рынке.,2022-11-10 12:00:00,Financial News,-0.7,0.8,high,very_negative,SBER_20221110_58
SBER,SBER: Повышение дивидендов и выкуп акций,Совет директоров SBER одобрил повышение дивидендных выплат на 7% и программу выкупа акций.,2022-11-10 14:00:00,Financial News,0.7,0.8,high,very_positive,SBER_20221110_59
SBER,SBER: Регуляторные проблемы и штрафы,На SBER наложены штрафы регулятором за нарушения в отчетности на сумму 9 млн руб.,2022-11-13 09:00:00,Financial News,-0.8,0.85,high,very_negative,SBER_20221113_60
SBER,SBER: Повышение дивидендов и выкуп акций,Совет директоров SBER одобрил повышение дивидендных выплат на 15% и программу выкупа акций.,2022-11-13 10:00:00,Financial News,0.7,0.8,high,very_positive,SBER_20221113_61
SBER,SBER: Плановые корпоративные события,Компания SBER провела плановое собрание акционеров.,2022-11-14 16:00:00,Financial News,0.0,0.3,low,neutral,SBER_20221114_62
SBER,SBER: Снижение рейтинга аналитиками,"Ведущие аналитики понизили рейтинг SBER с ""покупать"" до ""держать"" из-за ухудшения перспектив.",2022-11-15 11:00:00,Financial News,-0.6,0.7,medium,very_negative,SBER_20221115_63
SBER,SBER: Повышение дивидендов и выкуп акций,Совет директоров SBER одобрил повышение дивидендных выплат на 7% и программу выкупа акций.,2022-11-15 10:00:00,Financial News,0.7,0.8,high,very_positive,SBER_20221115_64
SBER,SBER: Рекордная прибыль превышает прогнозы на 20%,"Компания SBER показала неожиданно высокую прибыль, превысив прогнозы аналитиков на 20%.",2022-11-16 17:00:00,Financial News,0.9,0.95,very_high,very_positive,SBER_20221116_65
SBER,SBER: Стабильные результаты в квартале,"Компания SBER показала стабильные результаты, соответствующие прогнозам аналитиков.",2022-11-18 11:00:00,Financial News,0.6,0.7,medium,very_positive,SBER_20221118_66
SBER,SBER: Снижение рейтинга аналитиками,"Ведущие аналитики понизили рейтинг SBER с ""покупать"" до ""держать"" из-за ухудшения перспектив.",2022-11-19 10:00:00,Financial News,-0.6,0.7,medium,very_negative,SBER_20221119_67
SBER,SBER: Крупные инвестиции и расширение бизнеса,SBER объявила о планах крупных инвестиций в развитие новых направлений на сумму 2 млрд руб.,2022-11-20 15:00:00,Financial News,0.8,0.85,high,very_positive,SBER_20221120_68
SBER,SBER: Регуляторные проблемы и штрафы,На SBER наложены штрафы регулятором за нарушения в отчетности на сумму 4 млн руб.,2022-11-22 11:00:00,Financial News,-0.8,0.85,high,very_negative,SBER_20221122_69
SBER,SBER: Снижение рейтинга аналитиками,"Ведущие аналитики понизили рейтинг SBER с ""покупать"" до ""держать"" из-за ухудшения перспектив.",2022-11-24 11:00:00,Financial News,-0.6,0.7,medium,very_negative,SBER_20221124_70
SBER,SBER: Повышение дивидендов и выкуп акций,Совет директоров SBER одобрил повышение дивидендных выплат на 14% и программу выкупа акций.,2022-11-26 13:00:00,Financial News,0.7,0.8,high,very_positive,SBER_20221126_71
SBER,SBER: Обычные торговые сессии,Торги SBER прошли в обычном режиме без значительных изменений.,2022-11-27 11:00:00,Financial News,0.1,0.4,low,neutral,SBER_20221127_72
SBER,SBER: Крупные инвестиции и расширение бизнеса,SBER объявила о планах крупных инвестиций в развитие новых направлений на сумму 4 млрд руб.,2022-11-27 09:00:00,Financial News,0.8,0.85,high,very_positive,SBER_20221127_73
SBER,SBER: Снижение прибыли и убытки,Компания SBER показала снижение прибыли на 21% из-за неблагоприятных условий на рынке.,2022-11-28 16:00:00,Financial News,-0.7,0.8,high,very_negative,SBER_20221128_74
SBER,SBER: Плановые корпоративные события,Компания SBER провела плановое собрание акционеров.,2022-11-28 15:00:00,Financial News,0.0,0.3,low,neutral,SBER_20221128_75
SBER,SBER: Обычные торговые сессии,Торги SBER прошли в обычном режиме без значительных изменений.,2022-11-28 12:00:00,Financial News,0.1,0.4,low,neutral,SBER_20221128_76
SBER,SBER: Снижение рейтинга аналитиками,"Ведущие аналитики понизили рейтинг SBER с ""покупать"" до ""держать"" из-за ухудшения перспектив.",2022-11-29 10:00:00,Financial News,-0.6,0.7,medium,very_negative,SBER_20221129_77
SBER,SBER: Стабильные результаты в квартале,"Компания SBER показала стабильные результаты, соответствующие прогнозам аналитиков.",2022-12-01 16:00:00,Financial News,0.6,0.7,medium,very_positive,SBER_20221201_78
SBER,SBER: Повышение дивидендов и выкуп акций,Совет директоров SBER одобрил повышение дивидендных выплат на 14% и программу выкупа акций.,2022-12-02 12:00:00,Financial News,0.7,0.8,high,very_positive,SBER_20221202_79
SBER,SBER: Стабильные результаты в квартале,"Компания SBER показала стабильные результаты, соответствующие прогнозам аналитиков.",2022-12-03 10:00:00,Financial News,0.6,0.7,medium,very_positive,SBER_20221203_80
SBER,SBER: Снижение прибыли и убытки,Компания SBER показала снижение прибыли на 23% из-за неблагоприятных условий на рынке.,2022-12-05 17:00:00,Financial News,-0.7,0.8,high,very_negative,SBER_20221205_81
SBER,SBER: Повышение дивидендов и выкуп акций,Совет директоров SBER одобрил повышение дивидендных выплат на 7% и программу выкупа акций.,2022-12-06 11:00:00,Financial News,0.7,0.8,high,very_positive,SBER_20221206_82
SBER,SBER: Стабильные результаты в квартале,"Компания SBER показала стабильные результаты, соответствующие прогнозам аналитиков.",2022-12-07 15:00:00,Financial News,0.6,0.7,medium,very_positive,SBER_20221207_83
SBER,SBER: Новые контракты и партнерства,"SBER подписала крупные контракты, что укрепит позиции компании на рынке.",2022-12-09 14:00:00,Financial News,0.5,0.6,medium,positive,SBER_20221209_84
SBER,SBER: Обычные торговые сессии,Торги SBER прошли в обычном режиме без значительных изменений.,2022-12-09 09:00:00,Financial News,0.1,0.4,low,neutral,SBER_20221209_85
SBER,SBER: Плановые корпоративные события,Компания SBER провела плановое собрание акционеров.,2022-12-10 09:00:00,Financial News,0.0,0.3,low,neutral,SBER_20221210_86
SBER,SBER: Стабильные результаты в квартале,"Компания SBER показала стабильные результаты, соответствующие прогнозам аналитиков.",2022-12-11 17:00:00,Financial News,0.6,0.7,medium,very_positive,SBER_20221211_87
SBER,SBER: Снижение прибыли и убытки,Компания SBER показала снижение прибыли на 21% из-за неблагоприятных условий на рынке.,2022-12-11 13:00:00,Financial News,-0.7,0.8,high,very_negative,SBER_20221211_88
SBER,SBER: Снижение прибыли и убытки,Компания SBER показала снижение прибыли на 17% из-за неблагоприятных условий на рынке.,2022-12-13 14:00:00,Financial News,-0.7,0.8,high,very_negative,SBER_20221213_89
SBER,SBER: Регуляторные проблемы и штрафы,На SBER наложены штрафы регулятором за нарушения в отчетности на сумму 5 млн руб.,2022-12-13 17:00:00,Financial News,-0.8,0.85,high,very_negative,SBER_20221213_90
SBER,SBER: Обычные торговые сессии,Торги SBER прошли в обычном режиме без значительных изменений.,2022-12-14 14:00:00,Financial News,0.1,0.4,low,neutral,SBER_20221214_91
SBER,SBER: Снижение прибыли и убытки,Компания SBER показала снижение прибыли на 13% из-за неблагоприятных условий на рынке.,2022-12-15 12:00:00,Financial News,-0.7,0.8,high,very_negative,SBER_20221215_92
SBER,SBER: Повышение дивидендов и выкуп акций,Совет директоров SBER одобрил повышение дивидендных выплат на 5% и программу выкупа акций.,2022-12-16 09:00:00,Financial News,0.7,0.8,high,very_positive,SBER_20221216_93
SBER,SBER: Повышение дивидендов и выкуп акций,Совет директоров SBER одобрил повышение дивидендных выплат на 15% и программу выкупа акций.,2022-12-17 13:00:00,Financial News,0.7,0.8,high,very_positive,SBER_20221217_94
SBER,SBER: Снижение рейтинга аналитиками,"Ведущие аналитики понизили рейтинг SBER с ""покупать"" до ""держать"" из-за ухудшения перспектив.",2022-12-18 10:00:00,Financial News,-0.6,0.7,medium,very_negative,SBER_20221218_95
SBER,SBER: Обычные торговые сессии,Торги SBER прошли в обычном режиме без значительных изменений.,2022-12-18 13:00:00,Financial News,0.1,0.4,low,neutral,SBER_20221218_96
SBER,SBER: Обычные торговые сессии,Торги SBER прошли в обычном режиме без значительных изменений.,2022-12-19 15:00:00,Financial News,0.1,0.4,low,neutral,SBER_20221219_97
SBER,SBER: Новые контракты и партнерства,"SBER подписала крупные контракты, что укрепит позиции компании на рынке.",2022-12-19 11:00:00,Financial News,0.5,0.6,medium,positive,SBER_20221219_98
SBER,SBER: Регуляторные проблемы и штрафы,На SBER наложены штрафы регулятором за нарушения в отчетности на сумму 5 млн руб.,2022-12-19 14:00:00,Financial News,-0.8,0.85,high,very_negative,SBER_20221219_99
SBER,SBER: Обычные торговые сессии,Торги SBER прошли в обычном режиме без значительных изменений.,2022-12-22 16:00:00,Financial News,0.1,0.4,low,neutral,SBER_20221222_100
SBER,SBER: Обычные торговые сессии,Торги SBER прошли в обычном режиме без значительных изменений.,2022-12-22 15:00:00,Financial News,0.1,0.4,low,neutral,SBER_20221222_101
SBER,SBER: Новые контракты и партнерства,"SBER подписала крупные контракты, что укрепит позиции компании на рынке.",2022-12-23 09:00:00,Financial News,0.5,0.6,medium,positive,SBER_20221223_102
SBER,SBER: Регуляторные проблемы и штрафы,На SBER наложены штрафы регулятором за нарушения в отчетности на сумму 5 млн руб.,2022-12-24 09:00:00,Financial News,-0.8,0.85,high,very_negative,SBER_20221224_103
SBER,SBER: Стабильные результаты в квартале,"Компания SBER показала стабильные результаты, соответствующие прогнозам аналитиков.",2022-12-26 15:00:00,Financial News,0.6,0.7,medium,very_positive,SBER_20221226_104
SBER,SBER: Крупные инвестиции и расширение бизнеса,SBER объявила о планах крупных инвестиций в развитие новых направлений на сумму 1 млрд руб.,2022-12-27 15:00:00,Financial News,0.8,0.85,high,very_positive,SBER_20221227_105
SBER,SBER: Стабильные результаты в квартале,"Компания SBER показала стабильные результаты, соответствующие прогнозам аналитиков.",2022-12-27 10:00:00,Financial News,0.6,0.7,medium,very_positive,SBER_20221227_106
SBER,SBER: Обычные торговые сессии,Торги SBER прошли в обычном режиме без значительных изменений.,2022-12-27 17:00:00,Financial News,0.1,0.4,low,neutral,SBER_20221227_107
SBER,SBER: Стабильные результаты в квартале,"Компания SBER показала стабильные результаты, соответствующие прогнозам аналитиков.",2022-12-28 16:00:00,Financial News,0.6,0.7,medium,very_positive,SBER_20221228_108
SBER,SBER: Плановые корпоративные события,Компания SBER провела плановое собрание акционеров.,2022-12-28 17:00:00,Financial News,0.0,0.3,low,neutral,SBER_20221228_109
SBER,SBER: Повышение дивидендов и выкуп акций,Совет директоров SBER одобрил повышение дивидендных выплат на 19% и программу выкупа акций.,2022-12-28 13:00:00,Financial News,0.7,0.8,high,very_positive,SBER_20221228_110
SBER,SBER: Регуляторные проблемы и штрафы,На SBER наложены штрафы регулятором за нарушения в отчетности на сумму 3 млн руб.,2022-12-29 16:00:00,Financial News,-0.8,0.85,high,very_negative,SBER_20221229_111
SBER,SBER: Стабильные результаты в квартале,"Компания SBER показала стабильные результаты, соответствующие прогнозам аналитиков.",2022-12-30 10:00:00,Financial News,0.6,0.7,medium,very_positive,SBER_20221230_112
SBER,SBER: Стабильные результаты в квартале,"Компания SBER показала стабильные результаты, соответствующие прогнозам аналитиков.",2023-01-04 11:00:00,Financial News,0.6,0.7,medium,very_positive,SBER_20230104_113
SBER,SBER: Новые контракты и партнерства,"SBER подписала крупные контракты, что укрепит позиции компании на рынке.",2023-01-05 12:00:00,Financial News,0.5,0.6,medium,positive,SBER_20230105_114
SBER,SBER: Снижение рейтинга аналитиками,"Ведущие аналитики понизили рейтинг SBER с ""покупать"" до ""держать"" из-за ухудшения перспектив.",2023-01-05 14:00:00,Financial News,-0.6,0.7,medium,very_negative,SBER_20230105_115
SBER,SBER: Снижение рейтинга аналитиками,"Ведущие аналитики понизили рейтинг SBER с ""покупать"" до ""держать"" из-за ухудшения перспектив.",2023-01-07 10:00:00,Financial News,-0.6,0.7,medium,very_negative,SBER_20230107_116
SBER,SBER: Повышение дивидендов и выкуп акций,Совет директоров SBER одобрил повышение дивидендных выплат на 12% и программу выкупа акций.,2023-01-10 11:00:00,Financial News,0.7,0.8,high,very_positive,SBER_20230110_117
SBER,SBER: Повышение дивидендов и выкуп акций,Совет директоров SBER одобрил повышение дивидендных выплат на 18% и программу выкупа акций.,2023-01-10 16:00:00,Financial News,0.7,0.8,high,very_positive,SBER_20230110_118
SBER,SBER: Плановые корпоративные события,Компания SBER провела плановое собрание акционеров.,2023-01-13 17:00:00,Financial News,0.0,0.3,low,neutral,SBER_20230113_119
SBER,SBER: Новые контракты и партнерства,"SBER подписала крупные контракты, что укрепит позиции компании на рынке.",2023-01-13 17:00:00,Financial News,0.5,0.6,medium,positive,SBER_20230113_120
SBER,SBER: Крупные инвестиции и расширение бизнеса,SBER объявила о планах крупных инвестиций в развитие новых направлений на сумму 3 млрд руб.,2023-01-14 15:00:00,Financial News,0.8,0.85,high,very_positive,SBER_20230114_121
SBER,SBER: Снижение рейтинга аналитиками,"Ведущие аналитики понизили рейтинг SBER с ""покупать"" до ""держать"" из-за ухудшения перспектив.",2023-01-15 17:00:00,Financial News,-0.6,0.7,medium,very_negative,SBER_20230115_122
SBER,SBER: Стабильные результаты в квартале,"Компания SBER показала стабильные результаты, соответствующие прогнозам аналитиков.",2023-01-17 11:00:00,Financial News,0.6,0.7,medium,very_positive,SBER_20230117_123
SBER,SBER: Регуляторные проблемы и штрафы,На SBER наложены штрафы регулятором за нарушения в отчетности на сумму 1 млн руб.,2023-01-18 14:00:00,Financial News,-0.8,0.85,high,very_negative,SBER_20230118_124
SBER,SBER: Крупные инвестиции и расширение бизнеса,SBER объявила о планах крупных инвестиций в развитие новых направлений на сумму 6 млрд руб.,2023-01-19 11:00:00,Financial News,0.8,0.85,high,very_positive,SBER_20230119_125
SBER,SBER: Снижение прибыли и убытки,Компания SBER показала снижение прибыли на 20% из-за неблагоприятных условий на рынке.,2023-01-21 11:00:00,Financial News,-0.7,0.8,high,very_negative,SBER_20230121_126
SBER,SBER: Повышение дивидендов и выкуп акций,Совет директоров SBER одобрил повышение дивидендных выплат на 11% и программу выкупа акций.,2023-01-21 11:00:00,Financial News,0.7,0.8,high,very_positive,SBER_20230121_127
SBER,SBER: Снижение рейтинга аналитиками,"Ведущие аналитики понизили рейтинг SBER с ""покупать"" до ""держать"" из-за ухудшения перспектив.",2023-01-22 11:00:00,Financial News,-0.6,0.7,medium,very_negative,SBER_20230122_128
SBER,SBER: Обычные торговые сессии,Торги SBER прошли в обычном режиме без значительных изменений.,2023-01-22 17:00:00,Financial News,0.1,0.4,low,neutral,SBER_20230122_129
SBER,SBER: Обычные торговые сессии,Торги SBER прошли в обычном режиме без значительных изменений.,2023-01-22 17:00:00,Financial News,0.1,0.4,low,neutral,SBER_20230122_130
SBER,SBER: Обычные торговые сессии,Торги SBER прошли в обычном режиме без значительных изменений.,2023-01-24 14:00:00,Financial News,0.1,0.4,low,neutral,SBER_20230124_131
SBER,SBER: Стабильные результаты в квартале,"Компания SBER показала стабильные результаты, соответствующие прогнозам аналитиков.",2023-01-24 11:00:00,Financial News,0.6,0.7,medium,very_positive,SBER_20230124_132
SBER,SBER: Обычные торговые сессии,Торги SBER прошли в обычном режиме без значительных изменений.,2023-01-26 10:00:00,Financial News,0.1,0.4,low,neutral,SBER_20230126_133
SBER,SBER: Новые контракты и партнерства,"SBER подписала крупные контракты, что укрепит позиции компании на рынке.",2023-01-26 10:00:00,Financial News,0.5,0.6,medium,positive,SBER_20230126_134
SBER,SBER: Стабильные результаты в квартале,"Компания SBER показала стабильные результаты, соответствующие прогнозам аналитиков.",2023-01-27 13:00:00,Financial News,0.6,0.7,medium,very_positive,SBER_20230127_135
SBER,SBER: Регуляторные проблемы и штрафы,На SBER наложены штрафы регулятором за нарушения в отчетности на сумму 6 млн руб.,2023-01-29 15:00:00,Financial News,-0.8,0.85,high,very_negative,SBER_20230129_136
SBER,SBER: Крупные инвестиции и расширение бизнеса,SBER объявила о планах крупных инвестиций в развитие новых направлений на сумму 4 млрд руб.,2023-01-29 09:00:00,Financial News,0.8,0.85,high,very_positive,SBER_20230129_137
SBER,SBER: Снижение прибыли и убытки,Компания SBER показала снижение прибыли на 13% из-за неблагоприятных условий на рынке.,2023-02-01 12:00:00,Financial News,-0.7,0.8,high,very_negative,SBER_20230201_138
